order_item_id,order_id,menu_id,quantity,price,subtotal,created_date,modified_date
664,265,50,1,10.5,10.5,2026-05-02 08:48:57,2026-05-24 08:48:57
665,265,47,1,9.52,9.52,2026-07-30 08:48:57,2026-04-03 08:48:57
666,265,51,2,8.94,17.88,2025-09-10 08:48:57,2025-11-05 08:48:57
667,266,69,3,12.47,37.41,2025-12-08 08:48:57,2025-07-09 08:48:57
668,266,69,1,12.47,12.47,2026-07-02 08:48:57,2026-03-06 08:48:57
669,267,17,2,10.85,21.7,2026-02-08 08:48:57,2025-09-04 08:48:57
670,267,17,2,10.85,21.7,2025-08-08 08:48:57,2026-06-03 08:48:57
671,267,18,1,19.36,19.36,2025-10-25 08:48:57,2025-08-02 08:48:57
672,268,43,3,12.79,38.37,2025-10-20 08:48:57,2025-07-13 08:48:57
673,269,24,1,7.81,7.81,2026-04-14 08:48:57,2025-10-10 08:48:57
674,269,21,2,19.13,38.26,2026-02-26 08:48:57,2025-10-18 08:48:57
675,269,26,2,17.48,34.96,2025-07-26 08:48:57,2025-07-29 08:48:57
676,270,102,1,7.59,7.59,2026-06-01 08:48:57,2026-06-20 08:48:57
677,270,100,1,20.22,20.22,2026-03-26 08:48:57,2025-12-31 08:48:57
678,271,47,3,9.52,28.56,2026-07-16 08:48:57,2025-12-05 08:48:57
679,271,49,2,8.98,17.96,2025-08-20 08:48:57,2026-06-17 08:48:57
680,271,47,3,9.52,28.56,2026-01-09 08:48:57,2025-12-13 08:48:57
681,271,50,1,10.5,10.5,2026-03-24 08:48:57,2026-05-31 08:48:57
682,272,24,3,7.81,23.43,2026-02-06 08:48:57,2026-03-09 08:48:57
683,272,21,3,19.13,57.39,2025-10-07 08:48:57,2026-07-27 08:48:57
684,272,27,3,18.06,54.18,2025-09-08 08:48:57,2026-07-17 08:48:57
685,273,95,3,11.99,35.97,2026-01-29 08:48:57,2026-03-08 08:48:57
686,273,98,3,19.68,59.04,2026-02-09 08:48:57,2025-08-28 08:48:57
687,274,126,1,17.94,17.94,2025-12-30 08:48:57,2026-01-27 08:48:57
688,275,42,2,14.0,28.0,2026-03-12 08:48:57,2026-06-28 08:48:57
689,276,135,1,6.27,6.27,2026-05-23 08:48:57,2026-01-01 08:48:57
690,276,135,3,6.27,18.81,2026-01-17 08:48:57,2026-07-27 08:48:57
691,277,111,2,21.33,42.66,2025-12-15 08:48:57,2025-08-01 08:48:57
692,277,114,2,14.52,29.04,2025-08-11 08:48:57,2026-01-09 08:48:57
693,277,111,1,21.33,21.33,2025-08-21 08:48:57,2026-04-02 08:48:57
694,278,90,2,17.0,34.0,2025-10-09 08:48:57,2025-08-05 08:48:57
695,279,91,3,18.07,54.21,2026-07-30 08:48:57,2025-07-19 08:48:57
696,279,88,3,21.37,64.11,2025-09-19 08:48:57,2026-05-11 08:48:57
697,279,91,3,18.07,54.21,2026-06-05 08:48:57,2026-08-12 08:48:57
698,280,74,3,12.32,36.96,2026-03-10 08:48:57,2026-03-06 08:48:57
699,280,73,1,8.54,8.54,2026-05-25 08:48:57,2026-04-08 08:48:57
700,280,74,3,12.32,36.96,2025-08-27 08:48:57,2026-01-15 08:48:57
701,280,75,2,17.62,35.24,2025-12-12 08:48:57,2025-08-02 08:48:57
702,281,101,1,9.38,9.38,2025-08-27 08:48:57,2025-10-14 08:48:57
703,281,101,2,9.38,18.76,2026-05-04 08:48:57,2026-07-01 08:48:57
704,282,95,1,11.99,11.99,2026-01-24 08:48:57,2026-02-01 08:48:57
705,282,97,1,11.42,11.42,2026-08-03 08:48:57,2026-08-02 08:48:57
706,282,97,3,11.42,34.26,2025-10-04 08:48:57,2025-09-27 08:48:57
707,282,94,1,21.95,21.95,2025-12-20 08:48:57,2026-05-04 08:48:57
708,283,109,1,7.61,7.61,2026-07-19 08:48:57,2026-01-20 08:48:57
709,283,108,2,5.62,11.24,2025-10-10 08:48:57,2026-04-02 08:48:57
710,283,105,1,17.96,17.96,2026-02-06 08:48:57,2026-05-18 08:48:57
711,284,52,3,5.85,17.55,2025-11-17 08:48:57,2026-01-03 08:48:57
712,285,44,2,12.07,24.14,2026-06-14 08:48:57,2026-04-21 08:48:57
713,285,44,1,12.07,12.07,2026-05-08 08:48:57,2025-07-09 08:48:57
714,285,41,2,10.39,20.78,2025-07-27 08:48:57,2025-12-03 08:48:57
715,285,42,1,14.0,14.0,2026-01-05 08:48:57,2026-04-30 08:48:57
716,286,38,2,12.37,24.74,2025-08-06 08:48:57,2025-09-01 08:48:57
717,286,33,2,19.31,38.62,2026-05-13 08:48:57,2026-01-16 08:48:57
718,287,45,2,9.51,19.02,2026-04-01 08:48:57,2026-04-15 08:48:57
719,287,49,2,8.98,17.96,2026-04-08 08:48:57,2026-02-05 08:48:57
720,288,88,1,21.37,21.37,2025-12-16 08:48:57,2026-06-06 08:48:57
721,288,90,3,17.0,51.0,2026-01-22 08:48:57,2025-08-27 08:48:57
722,288,89,3,19.74,59.22,2026-01-29 08:48:57,2025-08-16 08:48:57
723,288,91,3,18.07,54.21,2025-10-12 08:48:57,2026-04-04 08:48:57
724,289,133,3,19.25,57.75,2026-07-14 08:48:57,2026-07-18 08:48:57
725,290,74,2,12.32,24.64,2026-02-13 08:48:57,2025-10-07 08:48:57
726,290,73,1,8.54,8.54,2026-04-06 08:48:57,2025-11-28 08:48:57
727,290,76,2,6.36,12.72,2026-01-23 08:48:57,2025-09-04 08:48:57
728,291,116,3,15.44,46.32,2026-07-23 08:48:57,2025-10-20 08:48:57
729,291,116,2,15.44,30.88,2026-05-19 08:48:57,2025-11-29 08:48:57
730,291,118,2,5.75,11.5,2025-12-17 08:48:57,2026-06-07 08:48:57
731,292,101,3,9.38,28.14,2025-11-15 08:48:57,2026-01-04 08:48:57
732,293,41,1,10.39,10.39,2026-03-06 08:48:57,2026-07-22 08:48:57
733,293,40,2,10.06,20.12,2026-03-23 08:48:57,2025-07-27 08:48:57
734,294,96,2,9.28,18.56,2026-04-01 08:48:57,2025-10-04 08:48:57
735,294,95,3,11.99,35.97,2026-03-06 08:48:57,2026-01-02 08:48:57
736,294,94,2,21.95,43.9,2025-08-01 08:48:57,2025-12-05 08:48:57
737,295,85,3,10.21,30.63,2025-09-22 08:48:57,2025-12-31 08:48:57
738,295,81,1,6.6,6.6,2026-05-29 08:48:57,2026-07-17 08:48:57
739,296,105,1,17.96,17.96,2025-12-16 08:48:57,2026-04-02 08:48:57
740,296,105,3,17.96,53.88,2025-12-17 08:48:57,2026-01-02 08:48:57
741,297,67,1,20.01,20.01,2025-12-30 08:48:57,2026-02-12 08:48:57
742,298,72,2,9.19,18.38,2026-06-17 08:48:57,2025-08-10 08:48:57
743,298,70,1,15.43,15.43,2026-02-16 08:48:57,2026-06-27 08:48:57
744,298,70,2,15.43,30.86,2026-05-13 08:48:57,2026-05-19 08:48:57
745,298,71,3,10.0,30.0,2025-09-08 08:48:57,2025-10-18 08:48:57
746,299,1,3,18.29,54.87,2025-07-17 08:48:57,2025-10-25 08:48:57
747,299,3,2,8.04,16.08,2026-07-05 08:48:57,2026-04-09 08:48:57
748,300,26,1,17.48,17.48,2026-02-26 08:48:57,2026-07-31 08:48:57
749,300,23,3,19.6,58.8,2025-08-30 08:48:57,2026-06-12 08:48:57
750,300,24,2,7.81,15.62,2025-10-15 08:48:57,2026-06-20 08:48:57
751,300,27,2,18.06,36.12,2026-05-27 08:48:57,2026-07-30 08:48:57
